'distance_to_stop', 'rt', 'vehicle_id', 'prdtm', 'tmstmp', 'rtdir', 'stpnm'
7597,72,1973,20160130 22:41,20160130 22:30,Westbound,North Ave & Damen
12572,72,1422,20160130 22:56,20160130 22:29,Westbound,North Ave & Damen
5947,52,1086,20160130 22:35,20160130 22:29,Southbound,California & Milwaukee (Blue Line)
6140,52,1691,20160130 22:35,20160130 22:29,Southbound,California & Milwaukee (Blue Line)
14033,52,1722,20160130 22:43,20160130 22:29,Northbound,California & Le Moyne
8016,72,1422,20160130 22:56,20160130 22:44,Westbound,North Ave & Damen
12857,72,1959,20160130 22:57,20160130 22:44,Eastbound,North Ave & California
15966,72,1341,20160130 23:11,20160130 22:44,Westbound,North Ave & Damen
1703,52,1281,20160130 22:46,20160130 22:44,Southbound,California & Milwaukee (Blue Line)
22780,52,1690,20160130 23:06,20160130 22:43,Northbound,California & Le Moyne
25238,52,1722,20160130 23:07,20160130 22:45,Southbound,California & Milwaukee (Blue Line)
8031,72,1341,20160130 23:11,20160130 22:59,Westbound,North Ave & Damen
18700,72,2021,20160130 23:18,20160130 22:59,Eastbound,North Ave & California
13055,72,8135,20160130 23:27,20160130 22:59,Westbound,North Ave & Damen
7817,52,1690,20160130 23:08,20160130 22:59,Northbound,California & Le Moyne
9578,52,1722,20160130 23:08,20160130 22:59,Southbound,California & Milwaukee (Blue Line)
29173,52,1362,20160130 23:28,20160130 22:59,Northbound,California & Le Moyne
2544,72,2021,20160130 23:17,20160130 23:14,Eastbound,North Ave & California
9757,72,8135,20160130 23:28,20160130 23:14,Westbound,North Ave & Damen
27854,72,1966,20160130 23:40,20160130 23:14,Eastbound,North Ave & California
13946,52,1362,20160130 23:28,20160130 23:14,Northbound,California & Le Moyne
15027,52,1690,20160130 23:29,20160130 23:14,Southbound,California & Milwaukee (Blue Line)
7688,72,1966,20160130 23:37,20160130 23:29,Eastbound,North Ave & California
12455,72,1959,20160130 23:47,20160130 23:30,Westbound,North Ave & Damen
388,52,1690,20160130 23:30,20160130 23:29,Southbound,California & Milwaukee (Blue Line)
22114,52,1362,20160130 23:51,20160130 23:29,Southbound,California & Milwaukee (Blue Line)
305,72,1959,20160130 23:45,20160130 23:44,Westbound,North Ave & Damen
21103,72,1422,20160131 00:03,20160130 23:44,Eastbound,North Ave & California
12572,72,2021,20160131 00:03,20160130 23:44,Westbound,North Ave & Damen
2514,72,2021,20160131 00:02,20160130 23:59,Westbound,North Ave & Damen
6003,72,1422,20160131 00:05,20160130 23:59,Eastbound,North Ave & California
23750,72,8135,20160131 00:20,20160130 23:59,Eastbound,North Ave & California
8031,72,8135,20160131 00:22,20160131 00:14,Eastbound,North Ave & California
9224,72,1966,20160131 00:25,20160131 00:14,Westbound,North Ave & Damen
23903,72,1959,20160131 00:43,20160131 00:14,Eastbound,North Ave & California
13702,72,1422,20160131 00:44,20160131 00:29,Westbound,North Ave & Damen
18413,72,1959,20160131 00:44,20160131 00:29,Eastbound,North Ave & California
2388,72,1422,20160131 00:47,20160131 00:44,Westbound,North Ave & Damen
23785,72,2021,20160131 01:04,20160131 00:44,Eastbound,North Ave & California
12572,72,8135,20160131 01:06,20160131 00:44,Westbound,North Ave & Damen
7706,72,2021,20160131 01:06,20160131 00:59,Eastbound,North Ave & California
9373,72,8135,20160131 01:08,20160131 00:59,Westbound,North Ave & Damen
14157,72,1959,20160131 01:28,20160131 00:59,Westbound,North Ave & Damen
13403,72,1966,20160131 04:10,20160131 03:59,Eastbound,North Ave & California
13095,72,1068,20160131 04:21,20160131 03:59,Westbound,North Ave & Damen
7018,72,1068,20160131 04:21,20160131 04:14,Westbound,North Ave & Damen
23806,72,2020,20160131 04:37,20160131 04:14,Eastbound,North Ave & California
10589,72,2020,20160131 04:39,20160131 04:29,Eastbound,North Ave & California
12704,72,1966,20160131 04:51,20160131 04:29,Westbound,North Ave & Damen
7083,72,1966,20160131 04:51,20160131 04:44,Westbound,North Ave & Damen
23376,72,1985,20160131 05:03,20160131 04:44,Eastbound,North Ave & California
3773,72,1985,20160131 05:03,20160131 04:59,Eastbound,North Ave & California
13051,72,2020,20160131 05:18,20160131 04:59,Westbound,North Ave & Damen
23815,72,1068,20160131 05:27,20160131 04:59,Eastbound,North Ave & California
7742,72,2020,20160131 05:22,20160131 05:14,Westbound,North Ave & Damen
17907,72,1068,20160131 05:29,20160131 05:15,Eastbound,North Ave & California
2759,72,1068,20160131 05:33,20160131 05:29,Eastbound,North Ave & California
12648,72,1985,20160131 05:46,20160131 05:29,Westbound,North Ave & Damen
24236,72,1966,20160131 05:54,20160131 05:29,Eastbound,North Ave & California
4309,72,1985,20160131 05:49,20160131 05:44,Westbound,North Ave & Damen
10695,72,1966,20160131 05:54,20160131 05:44,Eastbound,North Ave & California
18749,72,1068,20160131 06:12,20160131 05:44,Westbound,North Ave & Damen
12500,72,1068,20160131 06:14,20160131 05:59,Westbound,North Ave & Damen
23825,72,2020,20160131 06:20,20160131 05:59,Eastbound,North Ave & California
384,52,1636,20160131 06:00,20160131 05:59,Southbound,California & Milwaukee (Blue Line)
4358,52,1830,20160131 06:04,20160131 05:59,Northbound,California & Le Moyne
30606,52,1830,20160131 06:25,20160131 05:59,Southbound,California & Milwaukee (Blue Line)
10110,72,2020,20160131 06:25,20160131 06:14,Eastbound,North Ave & California
12669,72,1966,20160131 06:38,20160131 06:14,Westbound,North Ave & Damen
10897,52,1830,20160131 06:24,20160131 06:14,Southbound,California & Milwaukee (Blue Line)
13801,52,1128,20160131 06:26,20160131 06:14,Northbound,California & Le Moyne
35105,52,1096,20160131 06:45,20160131 06:14,Northbound,California & Le Moyne
7850,72,1966,20160131 06:37,20160131 06:29,Westbound,North Ave & Damen
15899,72,1985,20160131 06:46,20160131 06:29,Eastbound,North Ave & California
17463,52,1096,20160131 06:44,20160131 06:29,Northbound,California & Le Moyne
24221,52,1128,20160131 06:49,20160131 06:29,Southbound,California & Milwaukee (Blue Line)
2638,72,1985,20160131 06:47,20160131 06:44,Eastbound,North Ave & California
12572,72,2020,20160131 07:03,20160131 06:44,Westbound,North Ave & Damen
29141,72,2023,20160131 07:12,20160131 06:44,Eastbound,North Ave & California
2546,52,1096,20160131 06:46,20160131 06:44,Northbound,California & Le Moyne
4403,52,1128,20160131 06:49,20160131 06:44,Southbound,California & Milwaukee (Blue Line)
25032,52,1077,20160131 07:07,20160131 06:44,Northbound,California & Le Moyne
3849,72,2020,20160131 07:03,20160131 06:59,Westbound,North Ave & Damen
10699,72,2023,20160131 07:11,20160131 06:59,Eastbound,North Ave & California
18858,72,1985,20160131 07:28,20160131 06:59,Westbound,North Ave & Damen
8323,52,1077,20160131 07:07,20160131 06:59,Northbound,California & Le Moyne
9836,52,1096,20160131 07:11,20160131 06:59,Southbound,California & Milwaukee (Blue Line)
31975,52,1834,20160131 07:29,20160131 06:59,Northbound,California & Le Moyne
12572,72,1985,20160131 07:28,20160131 07:14,Westbound,North Ave & Damen
18416,72,1068,20160131 07:33,20160131 07:14,Eastbound,North Ave & California
13418,52,1834,20160131 07:26,20160131 07:14,Northbound,California & Le Moyne
12524,52,1077,20160131 07:33,20160131 07:14,Southbound,California & Milwaukee (Blue Line)
6581,72,1068,20160131 07:37,20160131 07:29,Eastbound,North Ave & California
12602,72,2023,20160131 07:53,20160131 07:29,Westbound,North Ave & Damen
25245,72,1966,20160131 07:55,20160131 07:29,Eastbound,North Ave & California
1970,52,1077,20160131 07:31,20160131 07:29,Southbound,California & Milwaukee (Blue Line)
24364,52,1636,20160131 07:52,20160131 07:29,Northbound,California & Le Moyne
23480,52,1834,20160131 07:56,20160131 07:29,Southbound,California & Milwaukee (Blue Line)
7748,72,2023,20160131 07:52,20160131 07:44,Westbound,North Ave & Damen
9598,72,1966,20160131 07:56,20160131 07:44,Eastbound,North Ave & California
29083,72,2020,20160131 08:14,20160131 07:44,Eastbound,North Ave & California
11059,52,1636,20160131 07:54,20160131 07:44,Northbound,California & Le Moyne
9761,52,1834,20160131 07:54,20160131 07:44,Southbound,California & Milwaukee (Blue Line)
31908,52,1840,20160131 08:15,20160131 07:44,Northbound,California & Le Moyne
13921,72,2020,20160131 08:14,20160131 07:59,Eastbound,North Ave & California
12572,72,1068,20160131 08:16,20160131 07:59,Westbound,North Ave & Damen
15295,52,1840,20160131 08:13,20160131 07:59,Northbound,California & Le Moyne
19477,52,1636,20160131 08:19,20160131 07:59,Southbound,California & Milwaukee (Blue Line)
3981,72,1068,20160131 08:18,20160131 08:14,Westbound,North Ave & Damen
16981,72,8173,20160131 08:32,20160131 08:14,Eastbound,North Ave & California
13689,72,1966,20160131 08:39,20160131 08:14,Westbound,North Ave & Damen
747,52,1840,20160131 08:15,20160131 08:14,Northbound,California & Le Moyne
4019,52,1636,20160131 08:19,20160131 08:14,Southbound,California & Milwaukee (Blue Line)
20999,52,1830,20160131 08:34,20160131 08:14,Northbound,California & Le Moyne
3478,72,8173,20160131 08:33,20160131 08:29,Eastbound,North Ave & California
9236,72,1966,20160131 08:40,20160131 08:29,Westbound,North Ave & Damen
20594,72,1985,20160131 08:52,20160131 08:29,Eastbound,North Ave & California
6317,52,1830,20160131 08:35,20160131 08:29,Northbound,California & Le Moyne
9837,52,1840,20160131 08:41,20160131 08:29,Southbound,California & Milwaukee (Blue Line)
30257,52,1128,20160131 08:58,20160131 08:29,Northbound,California & Le Moyne
7478,72,1985,20160131 08:53,20160131 08:44,Eastbound,North Ave & California
12572,72,2020,20160131 08:59,20160131 08:44,Westbound,North Ave & Damen
24459,72,2023,20160131 09:10,20160131 08:44,Eastbound,North Ave & California
16570,52,1128,20160131 08:59,20160131 08:44,Northbound,California & Le Moyne
16154,52,1830,20160131 09:04,20160131 08:44,Southbound,California & Milwaukee (Blue Line)
576,72,2020,20160131 09:01,20160131 08:59,Westbound,North Ave & Damen
9715,72,2023,20160131 09:10,20160131 08:59,Eastbound,North Ave & California
12572,72,8173,20160131 09:19,20160131 08:59,Westbound,North Ave & Damen
1995,52,1128,20160131 09:02,20160131 08:59,Northbound,California & Le Moyne
4467,52,1830,20160131 09:04,20160131 08:59,Southbound,California & Milwaukee (Blue Line)
19358,52,1096,20160131 09:19,20160131 08:59,Northbound,California & Le Moyne
2442,72,8173,20160131 09:17,20160131 09:15,Westbound,North Ave & Damen
13873,72,1068,20160131 09:30,20160131 09:14,Eastbound,North Ave & California
12634,72,1985,20160131 09:39,20160131 09:14,Westbound,North Ave & Damen
5154,52,1096,20160131 09:19,20160131 09:14,Northbound,California & Le Moyne
10860,52,1128,20160131 09:26,20160131 09:14,Southbound,California & Milwaukee (Blue Line)
23860,52,1077,20160131 09:39,20160131 09:14,Northbound,California & Le Moyne
3275,72,1068,20160131 09:34,20160131 09:29,Eastbound,North Ave & California
8412,72,1985,20160131 09:39,20160131 09:29,Westbound,North Ave & Damen
11312,72,1932,20160131 09:43,20160131 09:29,Eastbound,North Ave & California
11504,52,1077,20160131 09:41,20160131 09:29,Northbound,California & Le Moyne
15471,52,1096,20160131 09:48,20160131 09:29,Southbound,California & Milwaukee (Blue Line)
11554,72,2023,20160131 09:58,20160131 09:44,Westbound,North Ave & Damen
14029,72,1966,20160131 10:00,20160131 09:44,Eastbound,North Ave & California
29083,72,2020,20160131 10:14,20160131 09:44,Eastbound,North Ave & California
4048,52,1096,20160131 09:49,20160131 09:44,Southbound,California & Milwaukee (Blue Line)
15900,52,1834,20160131 10:00,20160131 09:44,Northbound,California & Le Moyne
20401,52,1077,20160131 10:11,20160131 09:44,Southbound,California & Milwaukee (Blue Line)
3261,72,1966,20160131 10:03,20160131 09:59,Eastbound,North Ave & California
12574,72,1068,20160131 10:15,20160131 09:59,Westbound,North Ave & Damen
12895,72,2020,20160131 10:15,20160131 09:59,Eastbound,North Ave & California
518,52,1834,20160131 10:00,20160131 09:59,Northbound,California & Le Moyne
9826,52,1077,20160131 10:10,20160131 09:59,Southbound,California & Milwaukee (Blue Line)
22807,52,1636,20160131 10:23,20160131 10:00,Northbound,California & Le Moyne
1231,72,1068,20160131 10:16,20160131 10:14,Westbound,North Ave & Damen
1339,72,2020,20160131 10:16,20160131 10:14,Eastbound,North Ave & California
12669,72,1932,20160131 10:31,20160131 10:14,Westbound,North Ave & Damen
10538,52,1636,20160131 10:26,20160131 10:14,Northbound,California & Le Moyne
9886,52,1834,20160131 10:33,20160131 10:14,Southbound,California & Milwaukee (Blue Line)
4004,72,1932,20160131 10:34,20160131 10:29,Westbound,North Ave & Damen
5376,72,8128,20160131 10:36,20160131 10:29,Eastbound,North Ave & California
12822,72,8173,20160131 10:45,20160131 10:29,Eastbound,North Ave & California
3312,52,1834,20160131 10:33,20160131 10:29,Southbound,California & Milwaukee (Blue Line)
15918,52,1840,20160131 10:47,20160131 10:29,Northbound,California & Le Moyne
23478,52,1636,20160131 10:55,20160131 10:29,Southbound,California & Milwaukee (Blue Line)
584,72,8173,20160131 10:45,20160131 10:44,Eastbound,North Ave & California
2347,72,1966,20160131 10:47,20160131 10:44,Westbound,North Ave & Damen
12903,72,1985,20160131 11:00,20160131 10:44,Eastbound,North Ave & California
3114,52,1840,20160131 10:49,20160131 10:45,Northbound,California & Le Moyne
9801,52,1636,20160131 10:55,20160131 10:44,Southbound,California & Milwaukee (Blue Line)
17730,52,1235,20160131 11:06,20160131 10:44,Northbound,California & Le Moyne
2704,72,1985,20160131 11:03,20160131 10:59,Eastbound,North Ave & California
3850,72,2020,20160131 11:03,20160131 10:58,Westbound,North Ave & Damen
11195,72,2017,20160131 11:13,20160131 10:59,Eastbound,North Ave & California
6121,52,1235,20160131 11:06,20160131 10:59,Northbound,California & Le Moyne
15097,52,1840,20160131 11:17,20160131 10:59,Southbound,California & Milwaukee (Blue Line)
21868,52,1830,20160131 11:25,20160131 10:59,Northbound,California & Le Moyne
7549,72,8128,20160131 11:23,20160131 11:15,Westbound,North Ave & Damen
9233,72,2023,20160131 11:26,20160131 11:14,Eastbound,North Ave & California
12646,72,8173,20160131 11:33,20160131 11:14,Westbound,North Ave & Damen
2450,52,1840,20160131 11:16,20160131 11:14,Southbound,California & Milwaukee (Blue Line)
10270,52,1830,20160131 11:26,20160131 11:14,Northbound,California & Le Moyne
19909,52,1235,20160131 11:39,20160131 11:14,Southbound,California & Milwaukee (Blue Line)
1815,72,8173,20160131 11:31,20160131 11:29,Westbound,North Ave & Damen
12883,72,1068,20160131 11:44,20160131 11:28,Eastbound,North Ave & California
12887,72,1985,20160131 11:48,20160131 11:29,Westbound,North Ave & Damen
9370,52,1235,20160131 11:40,20160131 11:29,Southbound,California & Milwaukee (Blue Line)
13964,52,1128,20160131 11:45,20160131 11:29,Northbound,California & Le Moyne
21201,52,1830,20160131 11:57,20160131 11:30,Southbound,California & Milwaukee (Blue Line)
4340,72,1985,20160131 11:50,20160131 11:44,Westbound,North Ave & Damen
8067,72,1932,20160131 11:55,20160131 11:44,Eastbound,North Ave & California
12572,72,2017,20160131 12:05,20160131 11:44,Westbound,North Ave & Damen
1702,52,1128,20160131 11:46,20160131 11:43,Northbound,California & Le Moyne
9800,52,1830,20160131 11:56,20160131 11:44,Southbound,California & Milwaukee (Blue Line)
13497,52,1096,20160131 12:00,20160131 11:45,Northbound,California & Le Moyne
7921,72,2017,20160131 12:11,20160131 11:59,Westbound,North Ave & Damen
11663,72,1966,20160131 12:14,20160131 11:59,Eastbound,North Ave & California
12572,72,2023,20160131 12:20,20160131 11:59,Westbound,North Ave & Damen
2558,52,1096,20160131 12:02,20160131 11:59,Northbound,California & Le Moyne
17491,52,1623,20160131 12:20,20160131 11:59,Northbound,California & Le Moyne
24790,52,1128,20160131 12:24,20160131 11:59,Southbound,California & Milwaukee (Blue Line)
4427,72,2023,20160131 12:21,20160131 12:14,Westbound,North Ave & Damen
7842,72,2020,20160131 12:24,20160131 12:14,Eastbound,North Ave & California
12592,72,1068,20160131 12:35,20160131 12:14,Westbound,North Ave & Damen
3318,52,1128,20160131 12:18,20160131 12:14,Southbound,California & Milwaukee (Blue Line)
5143,52,1623,20160131 12:20,20160131 12:14,Northbound,California & Le Moyne
17306,52,1096,20160131 12:33,20160131 12:14,Southbound,California & Milwaukee (Blue Line)
3796,72,1068,20160131 12:34,20160131 12:28,Westbound,North Ave & Damen
13392,72,8128,20160131 12:46,20160131 12:29,Eastbound,North Ave & California
12572,72,1932,20160131 12:50,20160131 12:29,Westbound,North Ave & Damen
5776,52,1096,20160131 12:36,20160131 12:29,Southbound,California & Milwaukee (Blue Line)
12066,52,1077,20160131 12:42,20160131 12:29,Northbound,California & Le Moyne
17598,52,1623,20160131 12:51,20160131 12:29,Southbound,California & Milwaukee (Blue Line)
2472,72,1932,20160131 12:48,20160131 12:44,Westbound,North Ave & Damen
2818,72,8128,20160131 12:48,20160131 12:44,Eastbound,North Ave & California
5935,72,8101,20160131 12:52,20160131 12:44,Eastbound,North Ave & California
5868,52,1623,20160131 12:51,20160131 12:44,Southbound,California & Milwaukee (Blue Line)
8769,52,1834,20160131 12:54,20160131 12:44,Northbound,California & Le Moyne
23473,52,1077,20160131 13:10,20160131 12:45,Southbound,California & Milwaukee (Blue Line)
3962,72,1966,20160131 13:05,20160131 12:59,Westbound,North Ave & Damen
7679,72,8173,20160131 13:09,20160131 12:59,Eastbound,North Ave & California
15919,72,1985,20160131 13:19,20160131 12:59,Eastbound,North Ave & California
9640,52,1077,20160131 13:11,20160131 12:59,Southbound,California & Milwaukee (Blue Line)
17869,52,1636,20160131 13:19,20160131 12:59,Northbound,California & Le Moyne
4331,72,1985,20160131 13:20,20160131 13:14,Eastbound,North Ave & California
6468,72,2020,20160131 13:24,20160131 13:14,Westbound,North Ave & Damen
15920,72,2017,20160131 13:34,20160131 13:15,Eastbound,North Ave & California
8267,52,1636,20160131 13:23,20160131 13:14,Northbound,California & Le Moyne
9886,52,1834,20160131 13:30,20160131 13:14,Southbound,California & Milwaukee (Blue Line)
15348,52,1840,20160131 13:31,20160131 13:14,Northbound,California & Le Moyne
3371,72,2017,20160131 13:34,20160131 13:29,Eastbound,North Ave & California
6607,72,8128,20160131 13:39,20160131 13:29,Westbound,North Ave & Damen
12582,72,1054,20160131 13:46,20160131 13:29,Eastbound,North Ave & California
888,52,1834,20160131 13:31,20160131 13:29,Southbound,California & Milwaukee (Blue Line)
1953,52,1840,20160131 13:31,20160131 13:28,Northbound,California & Le Moyne
21184,52,1636,20160131 13:51,20160131 13:29,Southbound,California & Milwaukee (Blue Line)
1272,72,8101,20160131 13:47,20160131 13:45,Westbound,North Ave & Damen
10711,72,2023,20160131 13:58,20160131 13:44,Eastbound,North Ave & California
12173,72,8173,20160131 14:03,20160131 13:44,Westbound,North Ave & Damen
9898,52,1636,20160131 13:55,20160131 13:44,Southbound,California & Milwaukee (Blue Line)
14050,52,1235,20160131 14:00,20160131 13:44,Northbound,California & Le Moyne
13535,52,1840,20160131 14:09,20160131 13:44,Southbound,California & Milwaukee (Blue Line)
3606,72,8173,20160131 14:05,20160131 13:59,Westbound,North Ave & Damen
6582,72,1068,20160131 14:07,20160131 13:59,Eastbound,North Ave & California
10655,72,1985,20160131 14:15,20160131 13:59,Westbound,North Ave & Damen
1703,52,1235,20160131 14:02,20160131 14:00,Northbound,California & Le Moyne
9430,52,1840,20160131 14:11,20160131 13:59,Southbound,California & Milwaukee (Blue Line)
13397,52,1830,20160131 14:14,20160131 13:59,Northbound,California & Le Moyne
1300,72,1932,20160131 14:16,20160131 14:14,Eastbound,North Ave & California
1239,72,1985,20160131 14:17,20160131 14:14,Westbound,North Ave & Damen
9850,72,2017,20160131 14:29,20160131 14:14,Westbound,North Ave & Damen
15494,52,1235,20160131 14:30,20160131 14:14,Southbound,California & Milwaukee (Blue Line)
15903,52,1128,20160131 14:33,20160131 14:14,Northbound,California & Le Moyne
522,72,2017,20160131 14:31,20160131 14:29,Westbound,North Ave & Damen
3771,72,1966,20160131 14:34,20160131 14:29,Eastbound,North Ave & California
7618,72,1054,20160131 14:41,20160131 14:29,Westbound,North Ave & Damen
4523,52,1235,20160131 14:35,20160131 14:29,Southbound,California & Milwaukee (Blue Line)
7431,52,1128,20160131 14:37,20160131 14:29,Northbound,California & Le Moyne
14696,52,1830,20160131 14:48,20160131 14:29,Southbound,California & Milwaukee (Blue Line)
2528,72,2020,20160131 14:47,20160131 14:44,Eastbound,North Ave & California
6210,72,2023,20160131 14:54,20160131 14:44,Westbound,North Ave & Damen
13439,72,8128,20160131 15:01,20160131 14:44,Eastbound,North Ave & California
2500,52,1830,20160131 14:47,20160131 14:44,Southbound,California & Milwaukee (Blue Line)
13961,52,1096,20160131 15:00,20160131 14:45,Northbound,California & Le Moyne
19027,52,1128,20160131 15:08,20160131 14:44,Southbound,California & Milwaukee (Blue Line)
2538,72,8128,20160131 15:02,20160131 14:59,Eastbound,North Ave & California
3596,72,1068,20160131 15:04,20160131 14:59,Westbound,North Ave & Damen
7988,72,8101,20160131 15:10,20160131 14:59,Eastbound,North Ave & California
556,52,1096,20160131 15:00,20160131 14:59,Northbound,California & Le Moyne
7222,52,1128,20160131 15:07,20160131 14:59,Southbound,California & Milwaukee (Blue Line)
13096,52,1623,20160131 15:14,20160131 14:59,Northbound,California & Le Moyne
200,72,1932,20160131 15:16,20160131 15:14,Westbound,North Ave & Damen
9589,72,1966,20160131 15:29,20160131 15:14,Westbound,North Ave & Damen
12593,72,8173,20160131 15:31,20160131 15:15,Eastbound,North Ave & California
1711,52,1623,20160131 15:16,20160131 15:14,Northbound,California & Le Moyne
13004,52,1096,20160131 15:29,20160131 15:14,Southbound,California & Milwaukee (Blue Line)
17225,52,1077,20160131 15:35,20160131 15:14,Northbound,California & Le Moyne
483,72,1966,20160131 15:31,20160131 15:29,Westbound,North Ave & Damen
4544,72,8173,20160131 15:36,20160131 15:29,Eastbound,North Ave & California
9364,72,1985,20160131 15:41,20160131 15:29,Eastbound,North Ave & California
2572,52,1077,20160131 15:33,20160131 15:29,Northbound,California & Le Moyne
14924,52,1623,20160131 15:48,20160131 15:29,Southbound,California & Milwaukee (Blue Line)
22265,52,1834,20160131 15:56,20160131 15:29,Northbound,California & Le Moyne
4091,72,2017,20160131 15:50,20160131 15:44,Eastbound,North Ave & California
7869,72,8128,20160131 15:56,20160131 15:44,Westbound,North Ave & Damen
12886,72,1054,20160131 16:02,20160131 15:44,Eastbound,North Ave & California
797,52,1623,20160131 15:46,20160131 15:44,Southbound,California & Milwaukee (Blue Line)
10743,52,1834,20160131 15:57,20160131 15:44,Northbound,California & Le Moyne
15095,52,1077,20160131 16:08,20160131 15:44,Southbound,California & Milwaukee (Blue Line)
3777,72,1054,20160131 16:03,20160131 15:58,Eastbound,North Ave & California
5531,72,8101,20160131 16:08,20160131 15:59,Westbound,North Ave & Damen
13395,72,2023,20160131 16:16,20160131 15:59,Eastbound,North Ave & California
6090,52,1077,20160131 16:06,20160131 15:59,Southbound,California & Milwaukee (Blue Line)
14561,52,1636,20160131 16:15,20160131 15:59,Northbound,California & Le Moyne
23482,52,1834,20160131 16:28,20160131 15:59,Southbound,California & Milwaukee (Blue Line)
11199,72,1068,20160131 16:28,20160131 16:13,Eastbound,North Ave & California
12167,72,1985,20160131 16:34,20160131 16:14,Westbound,North Ave & Damen
12102,72,8173,20160131 16:34,20160131 16:14,Westbound,North Ave & Damen
6111,52,1636,20160131 16:21,20160131 16:14,Northbound,California & Le Moyne
9886,52,1834,20160131 16:28,20160131 16:13,Southbound,California & Milwaukee (Blue Line)
16650,52,1840,20160131 16:32,20160131 16:14,Northbound,California & Le Moyne
1916,72,1985,20160131 16:32,20160131 16:29,Westbound,North Ave & Damen
2377,72,8173,20160131 16:33,20160131 16:29,Westbound,North Ave & Damen
11191,72,1932,20160131 16:44,20160131 16:29,Eastbound,North Ave & California
385,52,1834,20160131 16:30,20160131 16:29,Southbound,California & Milwaukee (Blue Line)
2123,52,1840,20160131 16:32,20160131 16:29,Northbound,California & Le Moyne
18676,52,1235,20160131 16:49,20160131 16:29,Northbound,California & Le Moyne
655,72,2017,20160131 16:45,20160131 16:44,Westbound,North Ave & Damen
1396,72,1932,20160131 16:46,20160131 16:44,Eastbound,North Ave & California
10569,72,1054,20160131 17:01,20160131 16:44,Westbound,North Ave & Damen
6104,52,1235,20160131 16:51,20160131 16:44,Northbound,California & Le Moyne
5869,52,1636,20160131 16:52,20160131 16:44,Southbound,California & Milwaukee (Blue Line)
14714,52,1840,20160131 17:08,20160131 16:43,Southbound,California & Milwaukee (Blue Line)
7872,72,2023,20160131 17:11,20160131 16:59,Westbound,North Ave & Damen
12572,72,2020,20160131 17:16,20160131 16:59,Eastbound,North Ave & California
13067,72,1068,20160131 17:25,20160131 16:59,Westbound,North Ave & Damen
7212,52,1840,20160131 17:07,20160131 16:59,Southbound,California & Milwaukee (Blue Line)
14099,52,1830,20160131 17:14,20160131 16:59,Northbound,California & Le Moyne
18153,52,1235,20160131 17:28,20160131 16:59,Southbound,California & Milwaukee (Blue Line)
3777,72,2020,20160131 17:19,20160131 17:14,Eastbound,North Ave & California
5250,72,1068,20160131 17:23,20160131 17:14,Westbound,North Ave & Damen
10120,72,8101,20160131 17:27,20160131 17:14,Eastbound,North Ave & California
1830,52,1830,20160131 17:16,20160131 17:14,Northbound,California & Le Moyne
9886,52,1235,20160131 17:28,20160131 17:13,Southbound,California & Milwaukee (Blue Line)
20212,52,1128,20160131 17:36,20160131 17:14,Northbound,California & Le Moyne
5154,72,1932,20160131 17:38,20160131 17:30,Westbound,North Ave & Damen
16458,72,8173,20160131 17:50,20160131 17:29,Eastbound,North Ave & California
6120,52,1128,20160131 17:36,20160131 17:29,Northbound,California & Le Moyne
15083,52,1830,20160131 17:48,20160131 17:29,Southbound,California & Milwaukee (Blue Line)
21325,52,1096,20160131 17:53,20160131 17:29,Northbound,California & Le Moyne
5941,72,8173,20160131 17:52,20160131 17:44,Eastbound,North Ave & California
13472,72,1985,20160131 18:02,20160131 17:44,Eastbound,North Ave & California
17391,72,2020,20160131 18:11,20160131 17:44,Westbound,North Ave & Damen
3302,52,1830,20160131 17:48,20160131 17:44,Southbound,California & Milwaukee (Blue Line)
9444,52,1096,20160131 17:55,20160131 17:45,Northbound,California & Le Moyne
18592,52,1128,20160131 18:08,20160131 17:44,Southbound,California & Milwaukee (Blue Line)
1299,72,1985,20160131 18:01,20160131 17:59,Eastbound,North Ave & California
8905,72,2020,20160131 18:13,20160131 17:59,Westbound,North Ave & Damen
17865,72,1054,20160131 18:21,20160131 17:59,Eastbound,North Ave & California
6170,52,1128,20160131 18:07,20160131 17:59,Southbound,California & Milwaukee (Blue Line)
15912,52,1623,20160131 18:17,20160131 17:59,Northbound,California & Le Moyne
22908,52,1096,20160131 18:28,20160131 17:59,Southbound,California & Milwaukee (Blue Line)
2389,72,2020,20160131 18:17,20160131 18:13,Westbound,North Ave & Damen
6226,72,8101,20160131 18:23,20160131 18:14,Westbound,North Ave & Damen
7456,72,1054,20160131 18:24,20160131 18:14,Eastbound,North Ave & California
3088,52,1623,20160131 18:18,20160131 18:14,Northbound,California & Le Moyne
9886,52,1096,20160131 18:28,20160131 18:13,Southbound,California & Milwaukee (Blue Line)
3759,72,2023,20160131 18:35,20160131 18:29,Eastbound,North Ave & California
6531,72,8173,20160131 18:38,20160131 18:29,Westbound,North Ave & Damen
18187,72,1068,20160131 18:51,20160131 18:29,Eastbound,North Ave & California
14342,52,1623,20160131 18:47,20160131 18:29,Southbound,California & Milwaukee (Blue Line)
20434,52,1077,20160131 18:53,20160131 18:29,Northbound,California & Le Moyne
5355,72,1068,20160131 18:51,20160131 18:44,Eastbound,North Ave & California
7099,72,1985,20160131 18:53,20160131 18:44,Westbound,North Ave & Damen
14890,72,1054,20160131 19:09,20160131 18:44,Westbound,North Ave & Damen
